State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Enugu,Nsukka,2025-12-01,50.72,493.92,53.7,45.76,87.65,16.14,2.11,28.57,147.56,2.1,11.75,1.23,138,Unhealthy for Sensitive Groups,9.8,43.8,0.551,1.06,6.65,258.1
Federal Capital Territory,Abuja,2014-01-01,154.09,338.79,39.16,53.69,119.81,16.71,4.31,54.83,97.29,9.47,15.01,3.01,205,Very Unhealthy,9.0,31.8,0.341,2.03,10.11,402.4
Federal Capital Territory,Abuja,2014-02-01,88.4,437.71,55.96,49.58,89.79,32.2,4.85,23.56,85.98,6.28,7.75,5.22,168,Unhealthy,11.5,42.6,0.32,4.0,10.04,403.7
Federal Capital Territory,Abuja,2014-03-01,81.95,154.31,23.09,50.14,49.87,19.06,3.29,35.09,74.66,6.62,11.72,5.18,165,Unhealthy,10.7,42.8,0.245,3.19,9.99,397.8
Federal Capital Territory,Abuja,2014-04-01,51.27,89.68,32.36,38.28,41.02,12.08,3.11,25.17,39.13,2.88,2.82,3.33,140,Unhealthy for Sensitive Groups,4.2,76.3,0.306,3.04,9.64,404.0
Federal Capital Territory,Abuja,2014-05-01,58.59,65.31,14.41,44.24,45.45,15.54,2.08,9.55,32.68,2.44,7.88,0.75,153,Unhealthy,7.5,83.0,0.168,2.39,10.06,400.3
Federal Capital Territory,Abuja,2014-06-01,46.0,66.75,25.07,37.08,37.69,7.5,1.35,14.99,38.14,2.38,3.98,2.2,127,Unhealthy for Sensitive Groups,6.5,78.0,0.367,5.41,9.9,402.1
Federal Capital Territory,Abuja,2014-07-01,54.22,55.02,20.63,18.16,29.55,5.03,1.08,10.09,22.07,1.11,5.85,1.62,147,Unhealthy for Sensitive Groups,1.4,79.0,0.327,3.83,9.97,398.0
Federal Capital Territory,Abuja,2014-08-01,49.84,92.98,10.33,28.24,23.64,12.32,1.4,6.47,41.51,1.0,2.18,1.66,136,Unhealthy for Sensitive Groups,6.6,86.0,0.296,3.27,10.32,400.8
Federal Capital Territory,Abuja,2014-09-01,57.95,65.31,13.56,39.38,31.18,7.63,1.68,21.57,13.44,1.86,2.89,1.91,152,Unhealthy,7.6,73.8,0.265,3.0,9.89,395.3
Federal Capital Territory,Abuja,2014-10-01,53.05,82.2,11.82,42.18,42.38,13.03,1.62,22.29,23.78,2.16,5.87,3.42,144,Unhealthy for Sensitive Groups,8.0,84.6,0.237,3.97,9.98,399.7
Federal Capital Territory,Abuja,2014-11-01,73.63,135.0,42.0,75.8,52.76,17.67,3.56,16.29,75.86,6.44,4.61,2.92,160,Unhealthy,3.8,55.6,0.279,2.99,9.69,401.2
Federal Capital Territory,Abuja,2014-12-01,101.52,209.78,38.89,47.74,106.58,35.16,3.45,53.76,92.17,5.47,18.11,6.08,175,Unhealthy,11.8,39.0,0.289,4.34,9.89,398.6
Federal Capital Territory,Abuja,2015-01-01,126.74,240.53,31.88,39.9,95.5,31.43,6.26,39.21,73.39,2.79,10.09,1.88,188,Unhealthy,13.8,41.4,0.367,2.61,10.41,411.0
Federal Capital Territory,Abuja,2015-02-01,96.26,342.34,46.01,54.65,54.79,36.21,4.79,15.3,116.04,3.19,16.0,2.35,172,Unhealthy,11.7,43.9,0.401,4.19,10.05,409.9
Federal Capital Territory,Abuja,2015-03-01,66.17,200.35,27.88,32.25,73.8,19.92,2.15,38.33,44.57,3.07,4.68,4.92,157,Unhealthy,11.4,51.2,0.385,4.26,10.23,412.5
Federal Capital Territory,Abuja,2015-04-01,65.86,101.03,14.95,32.77,31.41,13.53,1.21,27.7,37.85,1.65,10.62,2.04,156,Unhealthy,7.0,70.2,0.404,4.26,10.23,410.3
Federal Capital Territory,Abuja,2015-05-01,32.65,139.94,15.29,46.7,38.64,8.82,0.79,19.84,57.75,1.17,7.06,0.71,94,Moderate,7.5,83.2,0.318,3.74,10.56,407.7
Federal Capital Territory,Abuja,2015-06-01,40.36,103.0,15.56,34.08,35.91,15.22,0.68,9.39,33.13,3.08,2.19,2.52,113,Unhealthy for Sensitive Groups,6.5,83.3,0.232,2.56,10.37,412.9
Federal Capital Territory,Abuja,2015-07-01,55.96,37.45,26.69,32.12,20.34,7.94,0.99,12.24,18.32,2.3,5.7,1.16,151,Unhealthy,4.5,94.8,0.369,3.3,10.16,409.1
Federal Capital Territory,Abuja,2015-08-01,48.23,122.12,6.87,13.38,32.58,10.57,1.67,7.65,19.86,0.72,3.43,1.46,132,Unhealthy for Sensitive Groups,3.2,96.5,0.228,1.49,10.08,407.5
Federal Capital Territory,Abuja,2015-09-01,64.1,113.26,12.4,38.05,39.64,8.73,1.33,22.22,47.49,3.42,7.72,3.01,155,Unhealthy,0.7,82.6,0.274,4.36,10.26,410.9
Federal Capital Territory,Abuja,2015-10-01,47.34,122.04,36.3,43.43,65.98,24.69,2.65,13.38,64.79,4.47,8.85,1.24,130,Unhealthy for Sensitive Groups,9.7,65.4,0.333,3.65,9.91,411.0
Federal Capital Territory,Abuja,2015-11-01,76.98,394.87,60.54,85.0,92.88,34.8,3.31,29.51,98.42,3.01,8.31,1.97,162,Unhealthy,5.4,58.6,0.303,4.24,10.17,406.9
Federal Capital Territory,Abuja,2015-12-01,77.27,342.52,47.97,70.97,90.44,44.24,2.66,28.17,68.27,9.8,11.99,7.43,162,Unhealthy,7.3,32.1,0.339,4.98,10.38,406.2
Federal Capital Territory,Abuja,2016-01-01,76.85,240.15,76.7,107.09,91.79,24.67,2.11,21.45,118.09,3.6,8.42,3.86,162,Unhealthy,12.2,31.0,0.276,2.16,10.41,419.8
Federal Capital Territory,Abuja,2016-02-01,126.92,352.25,63.38,43.58,63.77,24.57,2.25,22.98,104.21,2.92,13.11,4.43,188,Unhealthy,4.8,33.6,0.342,3.78,10.57,417.5
Federal Capital Territory,Abuja,2016-03-01,73.27,157.64,37.09,69.7,41.06,21.02,1.78,20.08,87.4,3.94,14.2,3.89,160,Unhealthy,9.8,38.9,0.158,2.52,10.78,420.6
Federal Capital Territory,Abuja,2016-04-01,84.84,172.7,12.46,49.35,49.73,15.12,2.94,11.02,39.41,2.55,3.13,0.62,166,Unhealthy,2.5,76.6,0.288,2.62,10.3,416.0
Federal Capital Territory,Abuja,2016-05-01,47.91,106.2,29.2,34.79,32.53,16.17,0.52,16.72,26.72,2.01,9.53,1.81,132,Unhealthy for Sensitive Groups,5.3,77.3,0.294,3.44,10.68,421.2
Federal Capital Territory,Abuja,2016-06-01,41.45,45.44,9.86,34.18,30.15,15.9,1.63,4.82,20.22,3.26,5.36,0.49,116,Unhealthy for Sensitive Groups,2.3,77.8,0.381,3.8,10.68,416.6
Federal Capital Territory,Abuja,2016-07-01,44.86,44.6,24.08,17.83,26.47,15.37,0.69,9.48,28.34,1.79,3.76,1.82,124,Unhealthy for Sensitive Groups,6.8,92.1,0.278,3.72,10.67,419.4
Federal Capital Territory,Abuja,2016-08-01,23.71,61.59,26.24,29.21,19.12,16.88,1.61,17.65,37.24,1.03,1.47,0.53,75,Moderate,6.0,85.8,0.284,0.82,10.61,417.0
Federal Capital Territory,Abuja,2016-09-01,40.69,91.56,29.46,18.6,27.36,13.78,2.28,18.29,30.7,2.71,4.45,1.7,114,Unhealthy for Sensitive Groups,8.9,92.2,0.361,2.74,10.43,420.1
Federal Capital Territory,Abuja,2016-10-01,62.92,93.07,23.51,45.65,62.68,12.78,3.15,12.56,49.96,2.31,2.66,1.31,155,Unhealthy,7.8,73.8,0.239,2.2,10.55,421.8
Federal Capital Territory,Abuja,2016-11-01,101.55,154.26,33.57,89.36,90.86,23.75,1.24,13.43,102.34,6.29,6.32,2.06,175,Unhealthy,8.4,43.9,0.28,2.76,10.98,418.4
Federal Capital Territory,Abuja,2016-12-01,177.05,204.56,40.25,91.69,114.85,30.35,3.11,21.21,99.28,5.04,13.08,3.6,227,Very Unhealthy,7.5,44.0,0.23,2.8,10.56,424.0
Federal Capital Territory,Abuja,2017-01-01,62.46,226.25,51.09,61.25,126.46,29.57,3.86,58.91,76.3,10.16,7.68,2.55,155,Unhealthy,6.6,18.7,0.297,3.12,10.47,430.5
Federal Capital Territory,Abuja,2017-02-01,72.24,418.16,29.33,66.54,120.58,31.1,4.86,27.74,121.08,3.17,14.02,5.29,160,Unhealthy,11.1,47.4,0.319,1.13,10.97,431.3
Federal Capital Territory,Abuja,2017-03-01,105.61,267.33,34.83,79.58,60.77,17.94,2.48,42.15,87.57,1.74,11.42,2.41,177,Unhealthy,5.4,48.5,0.303,3.94,10.64,430.0
Federal Capital Territory,Abuja,2017-04-01,84.93,175.6,18.55,30.27,61.23,22.13,1.03,13.97,69.14,4.47,9.9,2.93,166,Unhealthy,5.9,64.0,0.372,3.27,11.18,431.0
Federal Capital Territory,Abuja,2017-05-01,52.43,114.95,25.09,21.81,49.04,18.48,1.51,21.72,46.06,1.2,5.14,2.08,143,Unhealthy for Sensitive Groups,9.8,80.6,0.275,4.03,10.98,434.2
Federal Capital Territory,Abuja,2017-06-01,30.51,83.29,9.07,19.03,40.46,10.33,1.81,10.03,27.18,3.51,6.14,2.48,90,Moderate,0.5,85.2,0.363,1.61,10.87,431.5
Federal Capital Territory,Abuja,2017-07-01,62.62,105.87,21.52,18.31,42.35,17.77,0.93,19.23,39.1,1.0,3.14,1.28,155,Unhealthy,5.0,96.2,0.327,2.83,10.94,431.9
Federal Capital Territory,Abuja,2017-08-01,41.63,71.06,21.41,23.25,30.58,15.27,2.3,10.82,26.17,1.93,5.26,1.31,116,Unhealthy for Sensitive Groups,8.9,91.7,0.33,3.77,10.71,426.9
Federal Capital Territory,Abuja,2017-09-01,31.61,70.91,12.86,39.38,24.93,10.57,2.68,15.49,26.34,1.97,8.45,0.6,92,Moderate,3.8,90.8,0.313,2.95,10.79,430.9
Federal Capital Territory,Abuja,2017-10-01,81.69,71.61,13.89,47.13,59.52,10.24,1.15,14.51,29.24,3.81,5.65,2.66,165,Unhealthy,6.9,73.5,0.353,3.31,10.92,429.4
Federal Capital Territory,Abuja,2017-11-01,154.01,289.75,49.37,35.7,84.44,35.61,1.34,15.08,73.22,7.78,14.04,3.57,204,Very Unhealthy,11.2,40.3,0.312,1.59,11.14,433.6
Federal Capital Territory,Abuja,2017-12-01,136.72,443.07,38.26,92.68,93.93,29.53,2.9,39.14,49.62,8.59,13.95,3.46,193,Unhealthy,13.8,39.3,0.336,3.1,10.78,430.2
Federal Capital Territory,Abuja,2018-01-01,123.5,216.77,66.81,93.0,44.18,44.54,5.3,22.54,109.55,5.24,20.11,3.16,186,Unhealthy,13.3,29.4,0.324,3.01,11.48,441.9
Federal Capital Territory,Abuja,2018-02-01,154.31,286.95,59.56,78.36,90.63,32.75,1.82,20.34,48.85,7.6,15.6,2.47,205,Very Unhealthy,11.8,42.0,0.319,2.64,11.51,445.5
Federal Capital Territory,Abuja,2018-03-01,103.89,349.25,29.61,33.13,48.28,34.78,2.08,31.4,71.32,3.8,8.15,2.04,176,Unhealthy,9.6,50.4,0.284,3.99,10.98,439.8
Federal Capital Territory,Abuja,2018-04-01,84.19,135.8,25.21,33.97,61.76,15.06,3.05,25.46,47.96,4.28,3.35,1.27,166,Unhealthy,5.0,64.0,0.229,1.9,11.13,438.0
Federal Capital Territory,Abuja,2018-05-01,39.68,135.53,13.22,19.65,45.68,9.01,1.79,16.48,45.44,1.88,8.95,0.77,111,Unhealthy for Sensitive Groups,4.3,83.1,0.262,2.33,11.27,439.3
Federal Capital Territory,Abuja,2018-06-01,38.39,70.34,12.47,33.7,45.94,17.16,1.22,12.35,26.33,3.33,1.61,1.01,108,Unhealthy for Sensitive Groups,3.0,81.3,0.344,4.56,11.39,442.6
Federal Capital Territory,Abuja,2018-07-01,26.83,122.05,13.89,35.22,18.22,16.2,1.13,14.36,21.72,1.74,3.51,2.17,82,Moderate,5.4,92.1,0.268,2.08,11.03,440.2
Federal Capital Territory,Abuja,2018-08-01,59.69,46.32,17.6,15.81,32.85,14.65,0.7,18.44,38.51,1.44,3.42,1.67,153,Unhealthy,3.3,91.7,0.411,3.06,11.23,443.8
Federal Capital Territory,Abuja,2018-09-01,63.86,141.95,18.49,17.19,52.25,10.11,1.14,13.59,20.34,2.71,2.28,2.19,155,Unhealthy,2.9,86.3,0.196,4.22,10.86,440.3
Federal Capital Territory,Abuja,2018-10-01,50.21,98.52,14.24,42.95,60.03,22.29,2.53,21.11,71.08,4.43,2.11,3.43,137,Unhealthy for Sensitive Groups,6.2,67.6,0.272,1.55,11.03,440.5
Federal Capital Territory,Abuja,2018-11-01,138.68,357.26,60.15,34.93,84.02,17.23,1.73,23.01,68.55,2.63,12.49,2.61,194,Unhealthy,12.1,46.4,0.296,3.26,11.3,445.4
Federal Capital Territory,Abuja,2018-12-01,101.14,194.73,81.01,67.72,86.15,34.48,6.64,36.79,73.71,7.89,21.62,5.67,175,Unhealthy,12.7,49.3,0.322,2.68,11.37,438.9
Federal Capital Territory,Abuja,2019-01-01,93.83,545.61,68.82,83.95,46.23,30.25,6.69,23.79,81.51,4.59,10.88,2.15,171,Unhealthy,8.9,40.9,0.372,3.31,11.43,451.6
Federal Capital Territory,Abuja,2019-02-01,62.62,165.41,43.14,70.13,79.42,23.22,6.45,18.94,110.8,3.7,12.37,6.54,155,Unhealthy,11.2,38.6,0.297,5.16,11.27,454.2
Federal Capital Territory,Abuja,2019-03-01,102.56,199.14,46.21,87.91,48.58,24.06,2.51,31.31,54.68,4.74,8.83,5.22,175,Unhealthy,9.2,58.3,0.25,1.78,11.39,451.5
Federal Capital Territory,Abuja,2019-04-01,76.15,158.28,37.15,43.63,69.3,20.39,2.62,24.22,55.89,1.57,4.88,0.49,162,Unhealthy,6.8,70.7,0.291,1.52,11.47,454.6
Federal Capital Territory,Abuja,2019-05-01,43.61,93.56,28.52,49.62,35.84,17.75,1.63,24.89,59.94,4.27,3.54,2.43,121,Unhealthy for Sensitive Groups,6.2,80.5,0.209,2.84,11.4,452.8
Federal Capital Territory,Abuja,2019-06-01,54.68,92.25,21.18,41.61,18.67,5.05,2.06,18.18,51.58,2.28,2.91,2.68,148,Unhealthy for Sensitive Groups,4.3,82.8,0.24,2.19,11.23,453.8
Federal Capital Territory,Abuja,2019-07-01,31.2,114.89,29.59,39.34,21.87,10.09,1.09,16.26,35.92,3.02,8.63,2.38,91,Moderate,7.2,92.1,0.321,3.14,11.86,452.6
Federal Capital Territory,Abuja,2019-08-01,49.31,103.44,19.41,32.41,37.35,6.88,2.19,19.28,35.4,1.57,4.55,1.13,135,Unhealthy for Sensitive Groups,3.9,88.6,0.247,4.57,11.52,449.4
Federal Capital Territory,Abuja,2019-09-01,72.79,64.11,24.1,29.92,54.68,16.71,1.8,24.04,24.13,2.01,10.41,2.01,160,Unhealthy,3.2,83.9,0.353,3.38,11.6,449.6
Federal Capital Territory,Abuja,2019-10-01,41.67,156.3,34.15,24.3,46.59,25.94,1.11,31.57,67.1,1.79,8.57,0.33,116,Unhealthy for Sensitive Groups,3.9,82.8,0.425,4.02,11.56,450.8
Federal Capital Territory,Abuja,2019-11-01,128.7,343.62,32.72,77.82,77.03,23.19,2.56,16.02,107.19,7.7,8.6,4.0,189,Unhealthy,10.0,52.9,0.257,3.75,11.5,451.4
Federal Capital Territory,Abuja,2019-12-01,109.84,309.04,64.88,87.67,51.12,31.76,6.08,20.74,139.25,8.14,8.99,4.25,179,Unhealthy,5.7,42.6,0.382,1.65,11.82,454.8
Federal Capital Territory,Abuja,2020-01-01,108.08,250.49,49.71,123.01,77.76,29.67,4.34,32.87,50.21,5.09,22.98,2.28,178,Unhealthy,12.7,30.9,0.312,1.94,11.88,461.9
Federal Capital Territory,Abuja,2020-02-01,146.25,319.11,61.97,53.14,84.72,39.53,1.92,28.33,71.05,4.47,20.28,2.68,198,Unhealthy,11.3,36.1,0.388,3.33,12.0,460.7
Federal Capital Territory,Abuja,2020-03-01,82.78,199.37,24.79,41.91,62.19,19.64,3.9,29.2,79.41,3.69,6.08,3.16,165,Unhealthy,4.3,50.8,0.359,2.4,11.9,463.0
Federal Capital Territory,Abuja,2020-04-01,26.57,72.09,24.94,33.63,14.54,5.79,1.86,11.03,20.29,2.8,3.69,0.49,81,Moderate,6.3,67.5,0.327,1.71,11.72,460.3
Federal Capital Territory,Abuja,2020-05-01,33.14,79.32,12.91,36.71,18.79,6.86,1.57,10.42,29.31,0.56,4.85,1.76,95,Moderate,8.9,74.3,0.284,3.04,11.61,460.7
Federal Capital Territory,Abuja,2020-06-01,60.44,126.31,21.21,20.55,23.93,14.19,2.12,13.55,27.76,2.97,1.54,1.99,154,Unhealthy,3.0,86.4,0.233,2.74,11.65,461.4
Federal Capital Territory,Abuja,2020-07-01,60.39,85.41,23.31,15.35,14.54,8.75,0.88,15.52,26.27,2.15,1.73,2.52,154,Unhealthy,2.6,79.9,0.303,1.71,11.48,460.8
Federal Capital Territory,Abuja,2020-08-01,35.28,42.34,11.03,31.07,20.56,11.32,1.78,7.98,21.98,1.56,6.7,2.79,100,Moderate,3.1,93.3,0.265,1.76,11.75,460.7
Federal Capital Territory,Abuja,2020-09-01,40.8,78.15,28.24,41.1,48.39,19.98,1.69,21.3,37.63,1.35,5.52,0.97,114,Unhealthy for Sensitive Groups,6.9,87.0,0.313,5.07,11.52,462.7
Federal Capital Territory,Abuja,2020-10-01,93.2,85.39,16.5,26.71,31.14,26.59,3.6,21.89,66.46,5.17,8.73,0.97,170,Unhealthy,6.6,67.1,0.311,2.92,11.57,464.0
Federal Capital Territory,Abuja,2020-11-01,74.72,294.47,60.39,84.56,117.3,22.3,5.67,31.52,62.59,5.46,17.02,2.25,161,Unhealthy,10.1,60.4,0.258,3.96,11.52,464.4
Federal Capital Territory,Abuja,2020-12-01,123.69,467.14,75.01,80.37,130.8,29.18,3.85,48.26,148.34,6.72,10.78,7.94,186,Unhealthy,10.8,30.0,0.252,1.62,11.85,462.4
Federal Capital Territory,Abuja,2021-01-01,74.09,546.46,30.78,86.4,111.24,27.63,6.8,19.99,79.75,6.29,7.54,3.5,161,Unhealthy,5.7,23.6,0.267,0.74,11.93,473.1
Federal Capital Territory,Abuja,2021-02-01,111.64,398.44,45.53,74.73,123.28,16.37,5.0,47.55,112.64,8.35,6.29,6.84,180,Unhealthy,8.5,47.1,0.312,4.76,12.37,471.4
Federal Capital Territory,Abuja,2021-03-01,113.83,302.73,55.63,34.26,91.64,23.0,5.55,45.88,71.47,5.64,14.29,1.61,181,Unhealthy,6.5,48.3,0.265,4.24,11.97,471.2
Federal Capital Territory,Abuja,2021-04-01,75.02,119.64,28.75,63.19,43.1,25.1,3.32,14.85,71.0,3.66,6.93,1.37,161,Unhealthy,7.5,73.7,0.22,2.29,12.17,471.5
Federal Capital Territory,Abuja,2021-05-01,69.48,76.82,11.14,31.06,31.83,12.78,1.09,21.59,42.47,0.84,9.83,0.76,158,Unhealthy,4.7,73.0,0.173,2.77,12.25,475.5
Federal Capital Territory,Abuja,2021-06-01,66.27,113.87,30.28,47.83,29.65,16.73,1.65,18.46,28.84,1.42,9.06,2.7,157,Unhealthy,4.1,86.3,0.285,4.71,11.75,472.1
Federal Capital Territory,Abuja,2021-07-01,25.27,85.71,21.47,38.11,22.02,16.56,0.83,14.59,23.78,2.72,5.46,1.47,79,Moderate,5.6,84.1,0.333,4.01,11.81,471.8
Federal Capital Territory,Abuja,2021-08-01,47.58,107.57,10.89,35.38,24.44,15.32,1.77,19.81,51.53,3.28,3.37,1.64,131,Unhealthy for Sensitive Groups,2.4,91.8,0.32,0.44,11.84,469.2
Federal Capital Territory,Abuja,2021-09-01,71.56,104.05,11.59,45.03,32.44,14.22,1.95,22.78,59.21,3.11,8.53,2.28,159,Unhealthy,7.7,81.8,0.342,4.57,12.03,475.1
Federal Capital Territory,Abuja,2021-10-01,63.08,125.93,39.81,30.07,40.21,17.33,2.55,29.14,31.5,0.92,6.96,1.54,155,Unhealthy,6.5,83.1,0.355,3.82,12.09,472.8
Federal Capital Territory,Abuja,2021-11-01,50.8,137.71,32.44,83.16,58.71,35.36,4.79,27.9,87.35,1.99,11.56,1.61,139,Unhealthy for Sensitive Groups,11.6,61.2,0.269,1.99,11.89,474.8
Federal Capital Territory,Abuja,2021-12-01,137.96,406.96,49.15,101.65,83.97,47.39,3.01,35.5,93.95,7.73,23.99,4.1,194,Unhealthy,8.8,23.0,0.306,2.52,12.09,472.8
Federal Capital Territory,Abuja,2022-01-01,174.5,357.31,27.51,132.9,123.94,53.27,5.16,50.94,110.47,2.37,9.61,1.89,225,Very Unhealthy,5.3,32.6,0.375,2.96,12.52,483.8
Federal Capital Territory,Abuja,2022-02-01,137.27,211.78,61.56,55.62,63.71,34.73,2.28,59.58,89.34,6.33,17.92,2.11,193,Unhealthy,3.8,32.4,0.28,3.18,12.22,484.9
Federal Capital Territory,Abuja,2022-03-01,118.86,329.46,59.56,44.6,34.65,17.17,4.4,23.86,108.27,2.48,6.58,1.19,184,Unhealthy,11.5,54.8,0.363,2.94,12.29,485.0
Federal Capital Territory,Abuja,2022-04-01,89.62,82.24,34.22,40.39,67.89,15.32,2.03,12.73,76.8,3.6,4.7,1.15,169,Unhealthy,4.3,75.3,0.289,4.17,12.42,482.5
Federal Capital Territory,Abuja,2022-05-01,35.55,68.38,18.01,32.79,59.76,16.78,2.4,27.02,44.17,2.95,7.67,1.42,101,Unhealthy for Sensitive Groups,5.7,85.2,0.319,4.12,12.39,487.2
Federal Capital Territory,Abuja,2022-06-01,41.97,90.12,9.16,25.35,37.08,13.5,1.23,17.76,45.61,2.15,5.14,0.65,117,Unhealthy for Sensitive Groups,6.7,78.7,0.312,2.79,12.31,482.7
Federal Capital Territory,Abuja,2022-07-01,63.32,105.88,8.36,36.87,19.05,12.23,1.86,10.54,44.38,2.02,2.5,0.59,155,Unhealthy,2.7,91.9,0.309,3.89,12.48,486.9
Federal Capital Territory,Abuja,2022-08-01,41.28,44.64,16.18,39.53,31.69,12.48,0.9,13.94,32.49,3.78,4.84,2.88,115,Unhealthy for Sensitive Groups,3.6,84.3,0.311,3.01,12.16,485.2
Federal Capital Territory,Abuja,2022-09-01,74.98,113.71,29.55,48.62,46.88,9.7,1.04,23.86,44.07,1.68,7.51,3.06,161,Unhealthy,5.0,81.1,0.225,2.94,12.35,484.2
Federal Capital Territory,Abuja,2022-10-01,88.37,169.05,22.56,37.58,24.18,25.2,0.9,32.35,47.21,4.88,5.8,3.3,168,Unhealthy,2.6,73.2,0.368,1.83,12.19,483.4
Federal Capital Territory,Abuja,2022-11-01,74.85,333.92,47.19,41.34,79.8,37.0,5.96,50.17,50.9,7.93,19.15,5.12,161,Unhealthy,7.5,42.5,0.292,3.55,11.94,482.7
Federal Capital Territory,Abuja,2022-12-01,124.38,466.46,78.78,103.47,95.72,45.27,7.69,64.83,55.09,4.87,9.73,5.73,187,Unhealthy,9.3,30.7,0.334,2.47,12.35,484.5
Federal Capital Territory,Abuja,2023-01-01,116.94,447.32,47.18,93.62,135.12,29.5,6.78,32.08,155.92,7.46,14.24,5.39,183,Unhealthy,5.2,35.2,0.383,2.31,13.0,497.8
Federal Capital Territory,Abuja,2023-02-01,92.67,295.81,70.23,107.58,114.4,16.54,4.1,31.35,98.61,3.23,8.1,3.14,170,Unhealthy,11.3,51.1,0.251,2.6,12.69,494.2
Federal Capital Territory,Abuja,2023-03-01,94.96,228.89,21.69,94.62,95.64,28.75,3.87,40.55,67.73,5.85,16.1,6.56,171,Unhealthy,10.5,50.4,0.269,2.29,12.43,495.2
Federal Capital Territory,Abuja,2023-04-01,96.23,122.89,26.27,47.04,31.3,14.15,0.92,22.94,26.75,1.77,12.17,0.58,172,Unhealthy,4.4,74.3,0.297,2.77,12.79,491.6
Federal Capital Territory,Abuja,2023-05-01,52.4,166.92,13.57,31.09,44.89,20.51,2.13,27.79,30.61,1.78,8.78,2.87,143,Unhealthy for Sensitive Groups,4.3,82.9,0.271,2.99,12.9,496.9
Federal Capital Territory,Abuja,2023-06-01,40.38,109.12,37.13,22.28,25.17,19.59,2.94,23.56,35.83,2.63,2.9,1.17,113,Unhealthy for Sensitive Groups,2.3,77.5,0.21,2.59,12.97,495.9
Federal Capital Territory,Abuja,2023-07-01,26.94,107.29,24.28,14.88,44.5,15.66,1.05,16.28,53.88,2.57,8.48,3.06,82,Moderate,2.4,91.3,0.333,2.09,12.92,492.7
Federal Capital Territory,Abuja,2023-08-01,64.84,137.13,9.43,21.06,22.01,6.29,0.76,11.29,33.12,3.86,2.51,1.59,156,Unhealthy,5.9,89.5,0.318,2.52,13.0,492.1
Federal Capital Territory,Abuja,2023-09-01,69.15,88.35,23.53,36.13,25.53,21.23,1.67,17.64,26.7,3.54,2.47,2.66,158,Unhealthy,7.0,85.4,0.314,1.38,12.77,492.7
Federal Capital Territory,Abuja,2023-10-01,87.52,122.37,11.06,63.27,27.6,20.33,3.12,15.13,70.86,5.5,9.91,4.2,168,Unhealthy,6.9,79.6,0.356,3.16,12.64,492.0
Federal Capital Territory,Abuja,2023-11-01,63.55,309.66,51.4,70.87,115.72,37.88,2.17,35.38,109.17,4.05,9.1,5.82,155,Unhealthy,6.4,43.2,0.472,2.29,12.8,493.1
Federal Capital Territory,Abuja,2023-12-01,91.91,472.97,58.26,110.37,112.06,19.67,7.73,27.76,60.81,9.53,18.65,6.92,170,Unhealthy,4.2,41.3,0.326,1.89,12.85,492.1
Federal Capital Territory,Abuja,2024-01-01,170.59,320.11,42.55,59.86,132.03,22.42,6.44,68.21,110.07,8.16,25.08,5.44,221,Very Unhealthy,14.0,38.5,0.343,1.74,13.11,504.4
Federal Capital Territory,Abuja,2024-02-01,193.81,433.22,69.95,116.11,81.08,21.12,2.25,23.43,104.97,5.66,22.33,8.11,244,Very Unhealthy,12.0,47.7,0.278,3.34,13.46,505.1
Federal Capital Territory,Abuja,2024-03-01,101.17,290.7,61.76,70.98,108.47,42.2,5.81,41.14,100.65,7.79,17.69,6.07,175,Unhealthy,7.4,38.2,0.24,4.22,13.11,505.9
Federal Capital Territory,Abuja,2024-04-01,100.56,178.01,26.02,33.59,32.72,17.38,1.23,9.32,86.88,3.24,10.69,4.35,174,Unhealthy,4.0,58.7,0.367,3.15,12.9,500.4
Federal Capital Territory,Abuja,2024-05-01,84.85,105.19,37.37,44.21,61.98,19.03,1.32,24.12,35.16,3.34,4.61,0.87,166,Unhealthy,7.2,69.9,0.313,5.19,13.01,505.4
Federal Capital Territory,Abuja,2024-06-01,65.56,49.26,24.12,25.98,18.33,14.53,1.42,9.49,55.48,2.69,6.3,1.68,156,Unhealthy,6.9,80.4,0.24,4.18,13.22,505.4
Federal Capital Territory,Abuja,2024-07-01,41.49,85.68,31.39,16.55,29.78,18.67,2.11,13.64,42.15,1.85,4.33,1.68,116,Unhealthy for Sensitive Groups,2.3,79.9,0.297,0.79,12.92,499.9
Federal Capital Territory,Abuja,2024-08-01,55.59,77.52,14.64,43.73,43.19,8.88,2.71,14.02,25.89,3.47,4.9,0.38,151,Unhealthy,8.4,86.6,0.381,5.09,13.15,503.3
Federal Capital Territory,Abuja,2024-09-01,51.28,120.53,26.94,36.21,49.07,6.84,2.47,25.52,54.24,2.13,4.9,0.81,140,Unhealthy for Sensitive Groups,3.5,85.8,0.318,3.27,12.99,507.7
Federal Capital Territory,Abuja,2024-10-01,57.96,80.51,33.88,50.81,48.91,16.72,0.86,11.86,55.82,3.81,11.35,0.73,152,Unhealthy,5.7,69.9,0.262,4.82,13.14,503.8
